event_id,date,organizer,place,artist_id,fee
4002,2024-04-29,Mile End Move It,Electric Brixton,379,10000.0
4003,2024-06-05,LHC Encounters,The Bloomsbury Ballroom,278,5800.0
4004,2024-04-26,Event and Odd,Puttshack Bank,387,35700.0
4005,2024-04-26,Palavarium,Lighthouse Theatre,320,2400.0
4006,2024-04-26,Einstein Records,EartH,87,8400.0
4007,2024-03-16,Moshpit Gigs Ltd.,London Stadium,294,8100.0
4008,2024-04-27,Eventually Ltd.,The Octagon at QMUL,442,53400.0
4009,2024-04-25,Eventually Ltd.,The Ballroom South Bank,229,57900.0
4010,2024-04-10,Palavarium,The Bloomsbury Ballroom,264,30300.0
4011,2024-04-14,Palavarium,Eventim Apollo,451,36600.0
4012,2024-04-27,special.co.uk,Boisdale of Canary Wharf,411,43600.0
4013,2024-07-12,Let's!,Royal Albert Hall,436,5700.0
4014,2024-03-17,Einstein Records,Linbury Theatre,349,18800.0
4015,2024-05-22,Eventually Ltd.,The Bloomsbury Ballroom,253,11000.0
4016,2024-05-20,Moshpit Gigs Ltd.,Electric Brixton,403,18800.0
4017,2024-04-30,special.co.uk,Islington Assembly Hall,402,8700.0
4018,2024-05-05,Event and Odd,BMA House,366,8900.0
4019,2024-06-11,All Night Long Entertainment,Backyard Comedy Club,478,62100.0
4020,2024-04-22,Moshpit Gigs Ltd.,Courthouse Hotel Shoreditch,470,17000.0
4021,2024-04-29,The Night Sky,Boisdale of Canary Wharf,472,8700.0
4022,2024-06-21,Underground Action Lab,The O2,413,4400.0
4023,2024-06-17,Moshpit Gigs Ltd.,The Dutch Hall,379,24200.0
4024,2024-05-26,Pantomime Records,Puttshack Bank,457,2700.0
4025,2024-02-13,Yes and Yes,The Bloomsbury Ballroom,435,2800.0
4026,2024-06-02,Hackney Events,ABBA Arena,406,17700.0
4027,2024-04-30,Kenny Meyer,VUE West End,357,6700.0
4028,2024-04-29,Event and Odd,Wembley Stadium,443,34700.0
4029,2024-05-01,Event and Odd,ILEC Conference Centre,460,5300.0
4030,2024-05-01,Event and Odd,Wembley Stadium,448,9700.0
4031,2024-03-20,Shady Santa Ltd.,ILEC Conference Centre,171,13700.0
4032,2024-04-25,Go All Out,Big Belly Comedy Club,106,26600.0
4033,2024-07-04,Palavarium,The O2,428,10800.0
4034,2024-03-19,Mirabelle Lafleur,Studio 338,228,4300.0
4035,2024-05-25,Let's!,Big Belly Comedy Club,130,41900.0
4036,2024-03-21,special.co.uk,Big Belly Comedy Club,437,39700.0
4037,2024-09-04,Palavarium,Eventim Apollo,475,17100.0
4038,2024-04-22,Pantomime Records,Islington Assembly Hall,293,9000.0
4039,2024-05-03,Heaven & Sky,The Dutch Hall,414,36500.0
4040,2024-05-04,Underground Action Lab,BMA House,443,31500.0
4041,2024-03-07,Hackney Events,Wembley Stadium,354,15900.0
4042,2024-03-29,Ultimate Entertainment Inc.,Copper Box Arena,401,2100.0
4043,2024-05-11,Ultimate Entertainment Inc.,Big Belly Comedy Club,464,11400.0
4044,2024-05-04,Einstein Records,Studio 338,458,31200.0
4045,2024-07-20,Excellent Experiences Corp.,Boisdale of Canary Wharf,470,27400.0
4046,2024-06-09,Let's!,The O2,169,23700.0
4047,2024-04-17,Event and Odd,Courthouse Hotel Shoreditch,387,7500.0
4048,2024-06-29,Arts On End,Dalston Roofpark,447,14400.0
4049,2024-04-14,Go All Out,Electric Brixton,220,6800.0
4050,2024-04-18,Event and Odd,Electric Brixton,382,59000.0
4051,2024-05-05,Let's!,Backyard Comedy Club,375,9500.0
4052,2024-03-25,Event and Odd,O2 Forum Kentish Town,452,9300.0
4053,2024-04-10,O-mega Events,Curve Club,442,19200.0
4054,2024-06-14,Palavarium,VUE West End,445,62700.0
4055,2024-05-06,Hackney Events,Kensington Conference and Event Centre,182,18400.0
4056,2024-02-15,Urban Entertainment Inc.,Dixie Queen,377,20700.0
4057,2024-04-04,Go All Out,Dalston Roofpark,392,41500.0
4058,2024-03-15,Mile End Move It,Dixie Queen,441,29100.0
4059,2024-07-20,The Night Sky,Backyard Comedy Club,164,7900.0
4060,2024-03-10,Palavarium,The Covent Garden Comedy Cellar,434,26700.0
4061,2024-06-07,Pantomime Records,Big Belly Comedy Club,434,4500.0
4062,2024-04-13,Kenny Meyer,EartH,359,5300.0
4063,2024-03-10,Hackney Events,The O2,344,25900.0
4064,2024-03-20,The Night Sky,Electric Brixton,408,22200.0
4065,2024-03-15,Event and Odd,Big Belly Comedy Club,381,3600.0
4066,2024-06-28,Pantomime Records,The Ballroom South Bank,478,7700.0
4067,2024-06-02,Underground Action Lab,Lighthouse Theatre,438,5500.0
4068,2024-05-08,Urban Entertainment Inc.,Lexus Car Dealer Reading,438,6000.0
4069,2024-05-25,Einstein Records,Boisdale of Canary Wharf,14,31100.0
4070,2024-05-27,Ultimate Entertainment Inc.,Puttshack Bank,344,6300.0
4071,2024-05-09,LHC Encounters,Dixie Queen,428,9100.0
4072,2024-07-06,Moshpit Gigs Ltd.,Events @ No 6,478,5800.0
4073,2024-05-10,Underground Action Lab,Lio London,463,24500.0
4074,2024-06-30,Einstein Records,The O2,399,6600.0
4075,2024-05-10,Brutal Tunes Inc.,Alexandra Palace,238,16500.0
4076,2024-04-11,Shady Santa Ltd.,Hijingo,443,28600.0
4077,2024-06-16,Hull McRoasted,ABBA Arena,338,20600.0
4078,2024-03-16,Kenny Meyer,Eventim Apollo,449,39100.0
4079,2024-04-05,Happy Hamsters,The Ballroom South Bank,387,50900.0
4080,2024-03-31,Brutal Tunes Inc.,The Dutch Hall,446,7800.0
4081,2024-06-16,Event and Odd,Lio London,439,18800.0
4082,2024-05-04,Happy Hamsters,Cutty Sark,425,4900.0
4083,2024-04-08,Shady Santa Ltd.,Copper Box Arena,429,16100.0
4084,2024-06-09,Mirabelle Lafleur,The Covent Garden Comedy Cellar,447,4200.0
4085,2024-05-13,Moshpit Gigs Ltd.,Indigo at The O2,460,23300.0
4086,2024-03-26,Hackney Events,The O2,409,36700.0
4087,2024-05-14,Night Out London,Islington Assembly Hall,453,8100.0
4088,2024-05-14,Go All Out,Dalston Roofpark,313,9400.0
4089,2024-04-04,All Night Long Entertainment,Studio 338,424,18800.0
4090,2024-05-11,Ultimate Entertainment Inc.,O2 Forum Kentish Town,374,4400.0
4091,2024-09-10,Brutal Tunes Inc.,Barbican Centre,399,19700.0
4092,2024-05-23,Underground Action Lab,Studio 338,438,18600.0
4093,2024-05-15,Mirabelle Lafleur,ABBA Arena,403,25200.0
4094,2024-05-01,Event and Odd,ILEC Conference Centre,218,27100.0
4095,2024-06-15,Mile End Move It,Lio London,209,15400.0
4096,2024-07-06,LHC Encounters,Copper Box Arena,323,6200.0
4097,2024-02-11,Night Out London,The Amadeus,275,9600.0
4098,2024-05-18,Palavarium,Cutty Sark,166,7700.0
4099,2024-03-22,Heaven & Sky,Copper Box Arena,434,11300.0
4100,2024-03-02,Excellent Experiences Corp.,Wembley Stadium,445,3500.0
4101,2024-05-19,Go All Out,EartH,462,7500.0
4102,2024-05-20,Let's!,Wembley Stadium,404,2300.0
4103,2024-06-01,Urban Entertainment Inc.,The Bloomsbury Ballroom,339,20900.0
4104,2024-05-04,Arts On End,London Museum Docklands,448,14300.0
4105,2024-06-30,Urban Entertainment Inc.,Studio 338,466,55200.0
4106,2024-05-24,All Night Long Entertainment,Royal Albert Hall,373,5200.0
4107,2024-07-07,Palavarium,Events @ No 6,157,9700.0
4108,2024-06-02,LHC Encounters,Courthouse Hotel Shoreditch,458,34600.0
4109,2024-03-29,Pantomime Records,The Bloomsbury Ballroom,364,8600.0
4110,2024-05-22,The Night Sky,The Dutch Hall,431,9200.0
4111,2024-04-20,Mirabelle Lafleur,The Ballroom South Bank,364,6100.0
4112,2024-05-22,Arts On End,Alexandra Palace,130,10800.0
4113,2024-05-22,Excellent Experiences Corp.,Puttshack Bank,56,20100.0
4114,2024-06-06,Palavarium,Copper Box Arena,104,45800.0
4115,2024-05-23,Excellent Experiences Corp.,The Bloomsbury Ballroom,473,4200.0
4116,2024-05-23,Mile End Move It,Abbey Road Studios,229,23400.0
4117,2024-08-04,Shady Santa Ltd.,Backyard Comedy Club,457,78700.0
4118,2024-07-15,Moshpit Gigs Ltd.,Islington Assembly Hall,292,34900.0
4119,2024-05-24,special.co.uk,Linbury Theatre,309,5700.0
4120,2024-06-04,Pantomime Records,Wembley Stadium,389,33800.0
4121,2024-05-30,Eventually Ltd.,Events @ No 6,474,24700.0
4122,2024-07-08,Yes and Yes,ABBA Arena,445,10100.0
4123,2024-05-24,Yes and Yes,Indigo at The O2,475,34300.0
4124,2024-05-24,Underground Action Lab,London Museum Docklands,442,5500.0
4125,2024-05-21,Arts On End,O2 Forum Kentish Town,438,8200.0
4126,2024-07-07,Jacky Coyote,Hijingo,478,18900.0
4127,2024-05-07,Kenny Meyer,Lio London,357,13300.0
4128,2024-05-09,Jacky Coyote,Alexandra Palace,430,7000.0
4129,2024-07-01,Night Out London,Big Belly Comedy Club,477,10000.0
4130,2024-02-18,Heaven & Sky,Eventim Apollo,287,2600.0
4131,2024-07-07,Eventually Ltd.,ABBA Arena,406,25200.0
4132,2024-07-28,Night Out London,Abbey Road Studios,421,10400.0
4133,2024-06-17,Einstein Records,Puttshack Bank,474,3800.0
4134,2024-05-26,Happy Hamsters,London Stadium,464,20000.0
4135,2024-05-27,Palavarium,Linbury Theatre,334,32900.0
4136,2024-04-27,Hackney Events,London Stadium,463,29700.0
4137,2024-07-02,Yes and Yes,Boisdale of Canary Wharf,474,16000.0
4138,2024-04-22,Underground Action Lab,Brewers Hall,463,18200.0
4139,2024-10-16,Excellent Experiences Corp.,The Octagon at QMUL,500,28100.0
4140,2024-07-30,Night Out London,Eventim Apollo,459,5600.0
4141,2024-05-18,Arts On End,Hijingo,408,2300.0
4142,2024-05-26,Night Out London,Marylebone Theatre,414,42800.0
4143,2024-05-26,O-mega Events,King's Cross Vision Hall,248,12800.0
4144,2024-05-26,Hackney Events,BMA House,448,3400.0
4145,2024-05-27,Brutal Tunes Inc.,London Museum Docklands,438,29000.0
4146,2024-06-19,Hackney Events,London Museum Docklands,418,34400.0
4147,2024-09-06,Night Out London,Big Belly Comedy Club,280,40400.0
4148,2024-05-28,Eventually Ltd.,Boisdale of Canary Wharf,462,15600.0
4149,2024-05-28,Underground Action Lab,Royal Albert Hall,350,13700.0
4150,2024-04-17,Moshpit Gigs Ltd.,The Covent Garden Comedy Cellar,364,8200.0
4151,2024-05-29,LHC Encounters,The Dutch Hall,411,36800.0
4152,2024-04-07,special.co.uk,Dixie Queen,350,24800.0
4153,2024-05-30,Urban Entertainment Inc.,Abbey Road Studios,374,7300.0
4154,2024-06-07,LHC Encounters,The Covent Garden Comedy Cellar,148,58700.0
4155,2024-06-26,Underground Action Lab,Lighthouse Theatre,400,19500.0
4156,2024-04-01,Eventually Ltd.,Brewers Hall,171,8700.0
4157,2024-06-19,Ultimate Entertainment Inc.,The Ballroom South Bank,454,22500.0
4158,2024-04-29,Urban Entertainment Inc.,Royal Albert Hall,338,6600.0
4159,2024-05-31,Heaven & Sky,Abbey Road Studios,444,17500.0
4160,2024-07-19,Yes and Yes,The Covent Garden Comedy Cellar,365,5000.0
4161,2024-06-19,Underground Action Lab,Events @ No 6,467,10400.0
4162,2024-04-05,Kenny Meyer,The O2,448,8100.0
4163,2024-06-01,Pantomime Records,London Museum Docklands,436,10000.0
4164,2024-06-28,LHC Encounters,Kensington Conference and Event Centre,446,26300.0
4165,2024-06-01,Pantomime Records,Islington Assembly Hall,317,9600.0
4166,2024-06-01,Jacky Coyote,Puttshack Bank,191,10000.0
4167,2024-10-15,All Night Long Entertainment,Islington Assembly Hall,470,3100.0
4168,2024-06-02,Let's!,Puttshack Bank,456,3500.0
4169,2024-05-13,Eventually Ltd.,Copper Box Arena,355,18100.0
4170,2024-05-18,Arts On End,Events @ No 6,464,17500.0
4171,2024-06-28,Urban Entertainment Inc.,The O2,31,15200.0
4172,2024-06-23,Mile End Move It,Lighthouse Theatre,457,25000.0
4173,2024-06-28,O-mega Events,Eventim Apollo,455,9300.0
4174,2024-06-03,Hackney Events,The Amadeus,315,3500.0
4175,2024-06-03,Yes and Yes,The Covent Garden Comedy Cellar,155,39000.0
4176,2024-06-03,Yes and Yes,Alexandra Palace,400,39900.0
4177,2024-07-17,Mirabelle Lafleur,Copper Box Arena,62,24300.0
4178,2024-05-24,Event and Odd,The Covent Garden Comedy Cellar,350,7000.0
4179,2024-03-02,Go All Out,The Bloomsbury Ballroom,443,7100.0
4180,2024-06-27,O-mega Events,Alexandra Palace,238,22600.0
4181,2024-06-19,Night Out London,Copper Box Arena,385,30100.0
4182,2024-07-15,Moshpit Gigs Ltd.,King's Cross Vision Hall,447,20300.0
4183,2024-06-07,All Night Long Entertainment,The Covent Garden Comedy Cellar,334,23900.0
4184,2024-06-07,special.co.uk,Curve Club,397,12700.0
4185,2024-04-17,Happy Hamsters,The Covent Garden Comedy Cellar,323,12100.0
4186,2024-05-07,special.co.uk,Courthouse Hotel Shoreditch,443,27200.0
4187,2024-07-06,Moshpit Gigs Ltd.,Hijingo,456,11900.0
4188,2024-07-11,All Night Long Entertainment,King's Cross Vision Hall,414,31100.0
4189,2024-08-09,O-mega Events,Lexus Car Dealer Reading,469,19400.0
4190,2024-06-08,Brutal Tunes Inc.,O2 Forum Kentish Town,427,3000.0
4191,2024-06-08,Heaven & Sky,The O2,443,6800.0
4192,2024-03-23,Let's!,Curve Club,453,34200.0
4193,2024-06-08,Moshpit Gigs Ltd.,Brewers Hall,411,20800.0
4194,2024-04-21,Urban Entertainment Inc.,The Octagon at QMUL,364,31200.0
4195,2024-06-11,Palavarium,London Stadium,203,48900.0
4196,2024-07-05,Let's!,Dixie Queen,474,4800.0
4197,2024-04-11,Moshpit Gigs Ltd.,O2 Forum Kentish Town,123,2200.0
4198,2024-05-06,Kenny Meyer,Events @ No 6,379,22200.0
4199,2024-05-10,Heaven & Sky,VUE West End,412,31000.0
4200,2024-05-07,Mile End Move It,The O2,268,6700.0
4201,2024-06-27,LHC Encounters,Lexus Car Dealer Reading,419,17500.0
4202,2024-07-02,Underground Action Lab,The Amadeus,391,5300.0
4203,2024-06-23,Eventually Ltd.,Wembley Stadium,419,38200.0
4204,2024-07-14,Jacky Coyote,Abbey Road Studios,292,9900.0
4205,2024-06-11,Happy Hamsters,Curve Club,472,9900.0
4206,2024-07-02,Mirabelle Lafleur,Studio 338,438,12000.0
4207,2024-07-11,Shady Santa Ltd.,King's Cross Vision Hall,440,20200.0
4208,2024-06-11,Heaven & Sky,Alexandra Palace,147,4300.0
4209,2024-04-30,Einstein Records,Electric Brixton,199,4600.0
4210,2024-06-12,Mirabelle Lafleur,Linbury Theatre,463,19300.0
4211,2024-03-02,Heaven & Sky,Royal Albert Hall,89,33600.0
4212,2024-07-23,Go All Out,Cutty Sark,478,16300.0
4213,2024-08-10,Let's!,The O2,488,23500.0
4214,2024-06-14,Brutal Tunes Inc.,ILEC Conference Centre,275,21400.0
4215,2024-05-13,special.co.uk,Cutty Sark,179,23700.0
4216,2024-07-10,Hackney Events,Curve Club,305,37400.0
4217,2024-07-08,special.co.uk,The Dutch Hall,436,9100.0
4218,2024-03-24,The Night Sky,O2 Forum Kentish Town,419,22100.0
4219,2024-08-12,Ultimate Entertainment Inc.,The Covent Garden Comedy Cellar,329,17500.0
4220,2024-06-09,Mirabelle Lafleur,Events @ No 6,217,46900.0
4221,2024-10-22,Night Out London,Hijingo,497,6800.0
4222,2024-07-30,Shady Santa Ltd.,Lighthouse Theatre,371,8200.0
4223,2024-06-23,O-mega Events,Brewers Hall,323,23500.0
4224,2024-06-25,Moshpit Gigs Ltd.,The Octagon at QMUL,421,20400.0
4225,2024-08-07,Go All Out,Copper Box Arena,455,8200.0
4226,2024-05-12,Einstein Records,Studio 338,59,9300.0
4227,2024-04-30,Mile End Move It,Boisdale of Canary Wharf,200,22000.0
4228,2024-04-20,Jacky Coyote,The Dutch Hall,443,43700.0
4229,2024-06-06,Brutal Tunes Inc.,Wembley Stadium,463,2700.0
4230,2024-06-16,special.co.uk,Abbey Road Studios,339,25800.0
4231,2024-09-30,Event and Odd,Indigo at The O2,414,9000.0
4232,2024-04-26,Yes and Yes,Cutty Sark,460,46900.0
4233,2024-06-02,Pantomime Records,Events @ No 6,443,27600.0
4234,2024-06-12,O-mega Events,Eventim Apollo,398,13600.0
4235,2024-07-23,Shady Santa Ltd.,The O2,439,8700.0
4236,2024-06-17,Hull McRoasted,Boisdale of Canary Wharf,363,3000.0
4237,2024-05-26,LHC Encounters,Backyard Comedy Club,443,8900.0
4238,2024-07-29,Excellent Experiences Corp.,Courthouse Hotel Shoreditch,484,36900.0
4239,2024-04-28,Mile End Move It,The Ballroom South Bank,147,31100.0
4240,2024-05-23,Arts On End,The Octagon at QMUL,346,56300.0
4241,2024-06-18,Pantomime Records,Electric Brixton,447,7000.0
4242,2024-06-23,Mile End Move It,Indigo at The O2,453,11500.0
4243,2024-05-28,All Night Long Entertainment,Kensington Conference and Event Centre,349,13000.0
4244,2024-07-27,Heaven & Sky,Big Belly Comedy Club,456,8000.0
4245,2024-07-22,All Night Long Entertainment,Islington Assembly Hall,463,3700.0
4246,2024-06-28,Mile End Move It,Wembley Stadium,275,31500.0
4247,2024-05-26,LHC Encounters,Linbury Theatre,425,8500.0
4248,2024-07-12,Heaven & Sky,Puttshack Bank,440,20700.0
4249,2024-06-30,Mile End Move It,King's Cross Vision Hall,422,8000.0
4250,2024-06-25,special.co.uk,Islington Assembly Hall,209,8200.0
4251,2024-07-04,Einstein Records,BMA House,419,7600.0
4252,2024-06-02,The Night Sky,The Ballroom South Bank,439,3200.0
4253,2024-03-23,Einstein Records,Eventim Apollo,231,9100.0
4254,2024-06-18,Underground Action Lab,Abbey Road Studios,404,50800.0
4255,2024-06-30,Ultimate Entertainment Inc.,Studio 338,411,19600.0
4256,2024-07-31,Go All Out,Wembley Stadium,413,7800.0
4257,2024-06-21,Shady Santa Ltd.,Kensington Conference and Event Centre,465,16400.0
4258,2024-06-22,Night Out London,Lio London,220,4500.0
4259,2024-07-14,Eventually Ltd.,Boisdale of Canary Wharf,471,5900.0
4260,2024-07-18,Let's!,London Museum Docklands,482,6300.0
4261,2024-07-27,Kenny Meyer,VUE West End,392,8400.0
4262,2024-05-25,Heaven & Sky,Events @ No 6,74,4600.0
4263,2024-05-16,Excellent Experiences Corp.,Puttshack Bank,405,2800.0
4264,2024-08-20,Hackney Events,Hijingo,349,18100.0
4265,2024-06-23,Einstein Records,Eventim Apollo,440,9700.0
4266,2024-08-03,Palavarium,London Stadium,428,9200.0
4267,2024-04-26,Mile End Move It,Linbury Theatre,291,22500.0
4268,2024-08-13,Hull McRoasted,Indigo at The O2,182,5600.0
4269,2024-08-04,Excellent Experiences Corp.,Lio London,402,9500.0
4270,2024-10-10,Eventually Ltd.,Dixie Queen,491,8700.0
4271,2024-04-22,LHC Encounters,Electric Brixton,306,10300.0
4272,2024-06-24,Shady Santa Ltd.,O2 Forum Kentish Town,397,13500.0
4273,2024-06-30,Einstein Records,Dalston Roofpark,430,6100.0
4274,2024-07-11,Let's!,Backyard Comedy Club,345,45100.0
4275,2024-05-14,Pantomime Records,Backyard Comedy Club,457,13800.0
4276,2024-05-27,Jacky Coyote,O2 Forum Kentish Town,421,7300.0
4277,2024-06-25,Hull McRoasted,Lio London,466,33700.0
4278,2024-06-25,The Night Sky,Lexus Car Dealer Reading,344,7900.0
4279,2024-06-25,Mirabelle Lafleur,ABBA Arena,470,8600.0
4280,2024-05-05,Shady Santa Ltd.,King's Cross Vision Hall,92,5000.0
4281,2024-06-26,Excellent Experiences Corp.,Abbey Road Studios,339,29800.0
4282,2024-07-17,Jacky Coyote,The Dutch Hall,397,7900.0
4283,2024-06-30,All Night Long Entertainment,ABBA Arena,408,18100.0
4284,2024-07-26,The Night Sky,Barbican Centre,397,23900.0
4285,2024-08-04,Night Out London,The O2,179,25600.0
4286,2024-07-18,Shady Santa Ltd.,Puttshack Bank,435,39600.0
4287,2024-06-21,Mile End Move It,Boisdale of Canary Wharf,425,11600.0
4288,2024-06-17,Happy Hamsters,Brewers Hall,137,5600.0
4289,2024-08-18,Eventually Ltd.,The Octagon at QMUL,161,5800.0
4290,2024-06-10,Arts On End,Indigo at The O2,454,33000.0
4291,2024-05-02,Shady Santa Ltd.,The O2,243,51000.0
4292,2024-06-27,Event and Odd,Royal Albert Hall,427,7200.0
4293,2024-06-14,Hackney Events,London Stadium,373,21700.0
4294,2024-06-27,Pantomime Records,Lexus Car Dealer Reading,408,57100.0
4295,2024-06-09,Arts On End,O2 Forum Kentish Town,454,51500.0
4296,2024-06-28,Night Out London,Electric Brixton,248,3900.0
4297,2024-07-29,Ultimate Entertainment Inc.,BMA House,191,23100.0
4298,2024-06-12,Mile End Move It,The Bloomsbury Ballroom,349,43400.0
4299,2024-06-28,Pantomime Records,The Amadeus,459,27900.0
4300,2024-07-16,Palavarium,Lexus Car Dealer Reading,447,24100.0
4301,2024-06-13,Pantomime Records,The Bloomsbury Ballroom,413,10900.0
4302,2024-07-23,O-mega Events,The Ballroom South Bank,456,6800.0
4303,2024-05-24,O-mega Events,Kensington Conference and Event Centre,463,39900.0
4304,2024-06-29,Shady Santa Ltd.,Hijingo,470,9700.0
4305,2024-05-08,Hackney Events,Abbey Road Studios,275,25400.0
4306,2024-07-04,Night Out London,The Ballroom South Bank,454,27500.0
4307,2024-07-30,Kenny Meyer,Royal Albert Hall,415,18100.0
4308,2024-09-04,Brutal Tunes Inc.,The Bloomsbury Ballroom,453,2600.0
4309,2024-05-27,LHC Encounters,Electric Brixton,405,2500.0
4310,2024-04-29,special.co.uk,Dalston Roofpark,438,7300.0
4311,2024-06-30,Heaven & Sky,The Bloomsbury Ballroom,445,55900.0
4312,2024-08-20,All Night Long Entertainment,Indigo at The O2,486,11800.0
4313,2024-06-17,Hull McRoasted,BMA House,472,9800.0
4314,2024-05-15,Arts On End,ABBA Arena,456,6400.0
4315,2024-08-02,Yes and Yes,Puttshack Bank,484,25300.0
4316,2024-07-01,Pantomime Records,Backyard Comedy Club,397,2000.0
4317,2024-07-13,LHC Encounters,London Stadium,338,33800.0
4318,2024-07-01,Night Out London,Linbury Theatre,451,8900.0
4319,2024-06-10,Yes and Yes,Abbey Road Studios,431,17100.0
4320,2024-08-07,Arts On End,Lighthouse Theatre,182,5000.0
4321,2024-05-30,Event and Odd,Backyard Comedy Club,431,42400.0
4322,2024-06-21,Pantomime Records,ABBA Arena,478,5500.0
4323,2024-07-03,Heaven & Sky,Curve Club,445,6300.0
4324,2024-07-04,Arts On End,Lio London,114,10600.0
4325,2024-07-20,LHC Encounters,Lio London,467,7300.0
4326,2024-03-26,Kenny Meyer,VUE West End,464,43300.0
4327,2024-06-20,Eventually Ltd.,Electric Brixton,354,33200.0
4328,2024-06-12,Mirabelle Lafleur,Courthouse Hotel Shoreditch,456,20100.0
4329,2024-08-04,Arts On End,London Stadium,415,18600.0
4330,2024-04-11,Palavarium,King's Cross Vision Hall,385,40700.0
4331,2024-04-24,Yes and Yes,Kensington Conference and Event Centre,464,9100.0
4332,2024-04-25,Go All Out,Kensington Conference and Event Centre,261,33500.0
4333,2024-07-06,Arts On End,The O2,461,8200.0
4334,2024-07-06,Yes and Yes,The Covent Garden Comedy Cellar,474,13400.0
4335,2024-07-09,Hackney Events,Boisdale of Canary Wharf,412,32800.0
